id,name,categ_id/id,type,uom_id/id,uom_po_id/id,purchase_ok,sale_ok,tracking,use_expiration_date,invoice_policy
init.dee322b9-2dd6-4ad5-a09f-d97d3de87f79,Erythromycin 250mg/5ml Susp. (Flacon/60ml),product.categ_products_drug_orders,product,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.f181314e-877e-49e0-82b3-7ca805207ab4,Erythromycin 500mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.4c5b81b3-1a33-49bc-a2da-847fe54ae887,Erythromycin 500mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.695f8100-627f-4013-8150-5de957f701ca,Esmolol 10mg/ml Injectable (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.3fefb9ef-6753-4d23-8438-1c8bcd12ad30,Etomidate 20mg/10ml Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.c109ae6a-9002-43ce-87c8-b1d29d5dd661,Eucalyptus & Diphenhydramine & Phenylephrine,product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.38aa1587-1fe6-4fc6-96c9-6f0c5de4bbeb,Eucerin Lotion (Flacon/200ml),product.categ_products_drug_orders,product,init.3920f95e-7ee3-4b48-a8f3-4cdb695fe261,init.3920f95e-7ee3-4b48-a8f3-4cdb695fe261,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.a7cacb36-59db-4a69-8bee-3afe9a252150,Extrait d'Artichaut (Bilvit) solution 330mg/ml (Flacon/30 ml),product.categ_products_drug_orders,product,init.0a98a3e6-3a77-4a24-9839-2827d38a6a31,init.0a98a3e6-3a77-4a24-9839-2827d38a6a31,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.2f16040d-1608-4fb1-902d-371bb4db0755,Fenofibrate 40mg Capsule (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.2a81086a-e99b-4599-80d8-dbfd7ffbec3a,Fentanyl 0.1mg/2ml Injectable (Vial/2ml),product.categ_products_drug_orders,product,init.2bc10ae1-193b-4d56-b8fc-4e7b3e20f849,init.2bc10ae1-193b-4d56-b8fc-4e7b3e20f849,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.0db9d429-6fbd-4b4a-a243-8588690b924f,"Fer elementaire & Acide folique 25,1mg Sirop (Flacon/200ml)",product.categ_products_drug_orders,product,init.3920f95e-7ee3-4b48-a8f3-4cdb695fe261,init.3920f95e-7ee3-4b48-a8f3-4cdb695fe261,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.cece1104-8714-4dce-8b14-09b35019d300,Fer sulphate & Acide folique 200mg+0.25mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.c278f65b-3ee4-48bb-a5a3-d01b05b19630,Fer sulphate & Acide folique 200mg+0.25mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.01ec7cb4-9d19-4e04-851f-bf2581a565ae,Ferrous sulphate Gtte (Flacon/30ml),product.categ_products_drug_orders,product,init.61809dab-d60c-4f3a-9f0a-d33c7c7f1925,init.61809dab-d60c-4f3a-9f0a-d33c7c7f1925,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.565de6fa-50ae-4b13-b4ef-4435ec3b0059,Fluconazole 150mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.a2152270-e8c4-4992-a17f-33e2c0187772,Flumazenil 0.1mg/ml Injectable (Amp/1ml),product.categ_products_drug_orders,product,init.03ccb8c1-f683-4e6c-8e9b-5c07101cfe34,init.03ccb8c1-f683-4e6c-8e9b-5c07101cfe34,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.42ffb110-55a8-40e2-be2a-50aa8cd22ea3,Furosemide 10mg/ml (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.0f4d9fd2-5f3f-4f3c-af6e-81c0e8b8b4ab,Furosemide 10mg/ml Injectable (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.2ea2e3e5-e790-4633-93ac-d3372f1733bc,Furosemide 10mg/ml Solution (Flacon/120ml),product.categ_products_drug_orders,product,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.e7445030-1136-41e3-8745-72ac9b03a2df,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.906ef1a7-42b3-421e-819b-a2b58c84e25f,Furosemide 40mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.1c1125fc-55a3-4c37-9b52-fb11af3e7537,Furosemide 40mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.27e57510-e873-409c-9e38-934e69579cf8,Gabapentin 300mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.152242e1-6d06-455e-9b94-758b7fa4e3d5,Gabapentin 300mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.d0c527e6-2627-4b1f-a91f-bd4deefdf184,Gelofusine 4% Injectable (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.811c8fc6-f5da-44cc-b995-9f08afc6df02,Genfibrozil 300mg (BTE/30),product.categ_products_drug_orders,product,init.d5c0ef0b-98d9-412f-967e-e1150db9c796,init.d5c0ef0b-98d9-412f-967e-e1150db9c796,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.fd9dc574-da13-4853-9f91-63e66bb38c5b,Genfibrozil 600mg Capsule,product.categ_products_drug_orders,product,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.7a0e124d-0d98-46e3-ab09-9a91c7355e9c,Genfibrozil 600mg Capsule (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.f0b26c45-7b49-4538-85c0-e4eaa41d370d,Gentamicin 0.10% (Tube/15g),product.categ_products_drug_orders,product,init.518f88c5-6da8-4930-8aac-6a5d605a81d5,init.518f88c5-6da8-4930-8aac-6a5d605a81d5,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.7987b3a8-c74e-4aab-9467-ed0421e49cd5,Gentamicin 80mg/2ml Injectable (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.6ab11a08-6a17-41c8-a288-b9fe2c7190c8,Glibenclamide 5mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.9cbe1fc5-d2a4-44cf-8d88-c3aa3a376bc8,Glibenclamide 5mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.78528c87-f57a-4e3f-affa-522167481547,Gluconate de calcium 10% Injectable (Amp/10ml),product.categ_products_drug_orders,product,init.cd2ed16e-8d4b-4bef-a419-11c9574ea560,init.cd2ed16e-8d4b-4bef-a419-11c9574ea560,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.8fb6321e-a67b-4169-9ef5-ec5bc526727c,Glucosamine & chondroitin & multivit 650mg (BTE/30),product.categ_products_drug_orders,product,init.d5c0ef0b-98d9-412f-967e-e1150db9c796,init.d5c0ef0b-98d9-412f-967e-e1150db9c796,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.99822f50-b126-4311-8c1e-db511ba3aa34,Glucosamine & chondroitin 500mg/400mg (BTE/30),product.categ_products_drug_orders,product,init.d5c0ef0b-98d9-412f-967e-e1150db9c796,init.d5c0ef0b-98d9-412f-967e-e1150db9c796,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.26e8920f-3092-49a8-b0bc-d942791d0691,Glycerin 1.4g Supp (BTE/12),product.categ_products_drug_orders,product,init.30e96e02-18ba-45b7-99a6-9f898c3934a0,init.30e96e02-18ba-45b7-99a6-9f898c3934a0,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.593b0116-e902-4d13-a4c4-ce48294da3d9,Glycerin Adult Supp (BTE/12),product.categ_products_drug_orders,product,init.30e96e02-18ba-45b7-99a6-9f898c3934a0,init.30e96e02-18ba-45b7-99a6-9f898c3934a0,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.b1e3cae0-b795-4f10-a9a9-48e92740f8b5,Glycerin bb 0.9g (Supp),product.categ_products_drug_orders,product,init.ffc3b45c-29a8-445d-ae06-3d2c2d4cce50,init.9adc0a76-1921-4545-b66a-592cbcd088d3,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.e9399f39-10dd-4f01-901e-c6ab6fe714ad,Glycopyrrolate 0.2mg/ml Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.72466f43-e21f-4bbe-a397-73483411c8dd,Griseofulvin 250mg/5ml (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.e04a9e67-e0a0-4857-8802-3c831c82e660,Griseofulvin 500mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.60f0c3c0-ae59-4a37-8bda-1e9e5ec94e61,Griseofulvin 500mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.64e8f2e3-e70c-4184-9c73-178c806cf137,Halperidol 5mg/ml Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.dd4c9418-b342-45da-81ae-937d3774b14e,Heparin 5000unit/ml Injectable (Vial/5ml),product.categ_products_drug_orders,product,init.1049cf2c-3aa5-417a-a848-ddbccb8da893,init.1049cf2c-3aa5-417a-a848-ddbccb8da893,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.3b3fa759-b4c3-49e7-ab55-e78cb99af00c,Hialorunate de sodium 4mg/ml Gtte (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.79b6d186-f048-456b-bd42-288140dfc6c9,Hialorunate de sodium et oxymetazoline Gtte (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.65d25595-6ba0-44fd-b24e-967f9eba2a57,Hydralazine 20mg/ml Injectable (Amp),product.categ_products_drug_orders,product,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,init.6705f17a-242e-44dc-87fa-ed6a15f2a1cb,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.8111a0a1-dc8a-4f77-8ef5-4ec673545c42,Hydralazine 25mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,Ordered quantities
init.cbbf6430-d52e-4a43-9466-5e71751b26e3,Hydralazine 25mg Comprime(PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.9e753125-a137-41fb-a21f-a267780703c7,Hydrochlorothiazide 25mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.81eda018-b190-4e0b-89b6-cf8a814b0ea6,Hydrochlorothiazide 25mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.716a4c45-5293-489c-a334-9aa664338bff,Hydrochlorothiazide 50mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.3d77613f-f1cf-4cb8-8820-00a0cc253f35,Hydrochlorothiazide 50mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.3b5f874c-2bc8-427c-a627-e247920d8a95,Hydrocortisone 1% Creme (Tube/20g),product.categ_products_drug_orders,product,init.23441b9b-947c-49a8-babf-75e55a82f6db,init.23441b9b-947c-49a8-babf-75e55a82f6db,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.b4a0fca0-e65f-4185-bb39-f3a2c3402511,Hydrocortisone 100mg Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.3d076e94-51f8-4498-9940-54b507a09ef7,Hydrocortisone hemorrhoidal Pommade (Tube/50g),product.categ_products_drug_orders,product,init.e6e952d5-4051-4d4b-9733-1a974b266273,init.e6e952d5-4051-4d4b-9733-1a974b266273,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.5528d29e-c781-43e0-a8a8-7633553fb441,Hydrogen Peroxide 3% Liquide (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.4e2c17a1-74b6-4a28-967f-1c496ace769f,Hydroxyurée 500 mg Capsule,product.categ_products_drug_orders,product,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,TRUE,FALSE,By Lots,TRUE,
init.f6430b8a-8cdf-4eae-a219-feeafc19757d,Hydroxyurée 500 mg Capsule (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.7421f856-5b36-4683-aece-f255430ea6a7,Hyoscine Butylbromide 10mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.4311ad61-6df1-4528-b989-0aa508fc758b,Hyoscine Butylbromide 10mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.37a9ae09-b093-4ec1-a90c-031d64d3a82a,Hyoscine butylbromide 10mg/ml (Flacon/60ml),product.categ_products_drug_orders,product,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.66bcdb9d-b088-4977-a410-23bb7a56ad29,Hyoscine Butylbromide Injectable 20mg/ml (Amp/2ml),product.categ_products_drug_orders,product,init.63539063-4c65-49af-8154-c102bab9b890,init.63539063-4c65-49af-8154-c102bab9b890,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.5e1caf80-3119-4ae8-a281-e83fe348963c,Hyoscine Butylbromide Sirop 10mg/5ml (Flacon/60ml),product.categ_products_drug_orders,product,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,init.ac501594-d99a-42e9-a713-08d1f8ca1cef,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.8172c6a7-223f-4741-9083-24e23014bf7f,Ibuprofen & paracetamol 262.5mg/5ml (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.de093236-bb2d-4309-9d4e-f85bb505042c,Ibuprofen 100mg/5ml Sirop (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.3d4203b7-af5b-4f7b-b458-29530080218d,Ibuprofen 400mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.f278f3e4-bbc1-45ec-b3f7-5ea0825c1157,Ibuprofen 400mg Comprime (PAQ/20),product.categ_products_drug_orders,product,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.504e42d2-63c5-46db-8f3c-c7f6622d9303,Immunoglobulines antirabiques 150ui/ml Injectable (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.890d42e5-32e2-4974-8650-6293fb138219,Insulin 70 & 30 100ui/ml Injectable (Vial/10ml),product.categ_products_drug_orders,product,init.f5076686-b72b-401c-b900-c9b354cba0f3,init.f5076686-b72b-401c-b900-c9b354cba0f3,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.e195d24a-f59b-47a7-b387-55af39e8b28f,Insulin NPH 100ui/ml Injectable (Vial/10ml),product.categ_products_drug_orders,product,init.f5076686-b72b-401c-b900-c9b354cba0f3,init.f5076686-b72b-401c-b900-c9b354cba0f3,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.e0ed3ebe-6a19-4a61-9bb7-1bd76401c464,Insulin regular 100ui/ml Injectable (Vial/10ml),product.categ_products_drug_orders,product,init.f5076686-b72b-401c-b900-c9b354cba0f3,init.f5076686-b72b-401c-b900-c9b354cba0f3,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.d65cc133-2066-48f1-b602-a9e0e414a291,Isosorbide dinitrate 10mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.10f545ec-13d7-4bda-bc02-e8fe3e706ae0,Isosorbide dinitrate 10mg Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.9985af4f-75b3-4c0d-97cd-da0b18965bc9,Johnson & Johnson Covid 19 Vaccine,product.categ_products_drug_orders,product,init.5de903e6-2a66-4253-891d-86558e1282d2,init.5de903e6-2a66-4253-891d-86558e1282d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.1911c634-082f-40e2-8458-9042a223c3a3,Johnson&johnson covid 19 vaccine multidoses (Vial),product.categ_products_drug_orders,product,init.d7218e57-1380-43f6-bd39-2df185ec53d2,init.d7218e57-1380-43f6-bd39-2df185ec53d2,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.3022d9a8-141f-4716-bce3-efd08fdb0342,Ketamine 50mg/ml Injectable (Vial/5ml),product.categ_products_drug_orders,product,init.1049cf2c-3aa5-417a-a848-ddbccb8da893,init.1049cf2c-3aa5-417a-a848-ddbccb8da893,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.f471b1ee-1a65-4bb7-80c0-a3cbf7ac322e,Ketoconazole 2% Creme (Tube/20g),product.categ_products_drug_orders,product,init.23441b9b-947c-49a8-babf-75e55a82f6db,init.23441b9b-947c-49a8-babf-75e55a82f6db,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.891527a4-8ba6-4b41-8fe9-9d121c5cb2ae,Ketoconazole 2% Savon (PAQ/100g),product.categ_products_drug_orders,product,init.4bcde192-f015-479d-8dcf-4cc2a40add7f,init.4bcde192-f015-479d-8dcf-4cc2a40add7f,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.d08e701b-a51e-4e7b-b176-64356c697380,Ketoconazole 2% Shampoo (Flacon/100ml),product.categ_products_drug_orders,product,init.ee54972c-e732-407d-95b3-d2b559208373,init.ee54972c-e732-407d-95b3-d2b559208373,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.ba045660-3724-4d35-9f27-68dca78cded3,Ketoconazole 200mg Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.a980a921-8d5d-4ab6-be31-a79b061333a2,Ketoconazole 200mg Comprime (PAQ/10),product.categ_products_drug_orders,product,init.50d348c0-9290-4339-ad55-9a752ad65b1e,init.50d348c0-9290-4339-ad55-9a752ad65b1e,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.a61df272-b181-435c-aa23-05aae8201a2a,Ketorolac 0.5% Gtte (Flacon/5ml),product.categ_products_drug_orders,product,init.50ea6656-4976-401d-bcde-4b617fe2bccd,init.50ea6656-4976-401d-bcde-4b617fe2bccd,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.c67fe7b6-4830-49df-a5a1-c67abfa9a63b,Labetalol 5mg/ml Injectable (Amp/10ml),product.categ_products_drug_orders,product,init.cd2ed16e-8d4b-4bef-a419-11c9574ea560,init.cd2ed16e-8d4b-4bef-a419-11c9574ea560,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.047aebf7-c1df-445a-8a67-7e820d2762d4,Lactated Ringers 1000ml Injectable (Flacon/1000ml),product.categ_products_drug_orders,product,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,init.b9a4a775-c96b-4f0b-8c39-36ab96ae0d9a,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.c84117a4-6e21-430b-9bf8-1d86b46766e7,Lait therapeutique F100 Poudre (Paquet),product.categ_products_drug_orders,product,init.e6727dc7-967d-4bf6-9caf-af8a4997a62d,init.e6727dc7-967d-4bf6-9caf-af8a4997a62d,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.18e4b278-ee50-45cc-8d85-9d66292d4a03,Lait therapeutique F75 Poudre (Paquet),product.categ_products_drug_orders,product,init.e6727dc7-967d-4bf6-9caf-af8a4997a62d,init.e6727dc7-967d-4bf6-9caf-af8a4997a62d,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.a4ce6caf-28a2-4350-a178-a169ed3c3c9a,Latanoprost 5% Gtte (Flacon/10ml),product.categ_products_drug_orders,product,init.935819ff-0126-4e64-b7ff-1948a5c7317e,init.935819ff-0126-4e64-b7ff-1948a5c7317e,TRUE,TRUE,By Lots,TRUE,Ordered quantities
init.345ea091-33c8-4920-a961-9da98a50ff94,Levothyroxine 0.1mg(100mcg) Comprime,product.categ_products_drug_orders,product,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,TRUE,FALSE,By Lots,TRUE,
init.d74151ee-046e-44f5-8f91-f68a8bf57441,Levothyroxine 0.1mg(100mcg) Comprime (PAQ/30),product.categ_products_drug_orders,product,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,FALSE,TRUE,By Lots,TRUE,Ordered quantities
init.621d2b23-742d-49bb-883e-0f76c826349a,"Lidocaine & epinephrine dental 2%/1:80,000 Injectable (Vial/1ml)",product.categ_products_drug_orders,product,init.7e0f853e-8d3c-4bd2-95f9-2a10bda56059,init.7e0f853e-8d3c-4bd2-95f9-2a10bda56059,TRUE,TRUE,By Lots,TRUE,Ordered quantities
